ID,lonid,latid,ObsYear,season,VANCAR.median,DANPLE.median,AGRAVAN.median,EURPRO.median,CHICAT.median,ASCMON.median,VANCAR.n,DANPLE.n,AGRAVAN.n,EURPRO.n,CHICAT.n,ASCMON.n
3458,-77.75,38.75,2010,fall,205,219.5,NA,NA,NA,NA,7,40,NA,NA,NA,NA
3459,-77.75,38.75,2010,spring,NA,163,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
3460,-77.75,38.75,2011,fall,NA,240,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
3461,-77.75,38.75,2012,fall,212.5,213,NA,NA,NA,NA,14,15,NA,NA,NA,NA
3462,-77.75,38.75,2012,spring,121,167,NA,NA,NA,NA,7,15,NA,NA,NA,NA
3463,-77.75,38.75,2013,fall,226,218,NA,NA,NA,NA,14,10,NA,NA,NA,NA
3464,-77.75,38.75,2014,fall,207,207,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3465,-77.75,38.75,2015,fall,206,206,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3466,-77.75,38.75,2016,fall,NA,220,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3467,-77.75,38.75,2017,fall,295,214.5,NA,NA,NA,NA,35,10,NA,NA,NA,NA
3468,-77.75,38.75,2018,fall,212.5,212.5,NA,NA,NA,NA,14,10,NA,NA,NA,NA
3469,-77.75,39.25,1993,fall,203,203.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3470,-77.75,39.25,1994,fall,214,214,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3471,-77.75,39.25,1995,fall,NA,206,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3472,-77.75,39.25,1997,fall,200,200,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3473,-77.75,39.25,1998,fall,207,207,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3474,-77.75,39.25,1999,fall,NA,219,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3475,-77.75,39.25,2000,fall,NA,218,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3476,-77.75,39.25,2001,fall,216,216,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3477,-77.75,39.25,2002,fall,NA,208,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3478,-77.75,39.25,2003,fall,203.5,214,NA,NA,NA,NA,14,15,NA,NA,NA,NA
3479,-77.75,39.25,2004,fall,220,220,NA,NA,NA,NA,7,25,NA,NA,NA,NA
3480,-77.75,39.25,2004,spring,151,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
3481,-77.75,39.25,2005,fall,218,233,NA,NA,NA,NA,7,25,NA,NA,NA,NA
3482,-77.75,39.25,2006,fall,NA,217,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
3483,-77.75,39.25,2007,fall,218,255.5,NA,NA,NA,NA,7,20,NA,NA,NA,NA
3484,-77.75,39.25,2008,fall,215,229,NA,NA,NA,NA,7,20,NA,NA,NA,NA
3485,-77.75,39.25,2009,fall,213,213,NA,NA,NA,NA,7,15,NA,NA,NA,NA
3486,-77.75,39.25,2009,spring,NA,178.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3487,-77.75,39.25,2010,fall,219,230,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3488,-77.75,39.25,2010,spring,NA,170,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3489,-77.75,39.25,2011,fall,NA,218,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3490,-77.75,39.25,2011,spring,NA,169,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3491,-77.75,39.25,2012,fall,244,252.5,NA,NA,NA,NA,14,20,NA,NA,NA,NA
3492,-77.75,39.25,2012,spring,168,157.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3493,-77.75,39.25,2013,spring,NA,166,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3494,-77.75,39.25,2014,fall,214,229,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3495,-77.75,39.25,2014,spring,NA,173,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3496,-77.75,39.25,2015,fall,NA,213,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3497,-77.75,39.25,2015,spring,NA,171,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3498,-77.75,39.25,2016,fall,NA,241.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3499,-77.75,39.25,2017,fall,217,203.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3500,-77.75,39.25,2017,spring,NA,168,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3501,-77.75,39.25,2018,fall,216,216,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3502,-77.75,39.25,2018,spring,NA,167,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3503,-77.75,39.75,1996,fall,189,189,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3504,-77.75,39.75,2001,fall,NA,230,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3505,-77.75,39.75,2007,fall,NA,220,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3506,-77.75,39.75,2008,fall,NA,230,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
3507,-77.75,39.75,2010,fall,NA,192,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3508,-77.75,39.75,2011,fall,NA,224,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3509,-77.75,39.75,2015,fall,233.5,234,NA,NA,NA,NA,112,170,NA,NA,NA,NA
3510,-77.75,39.75,2016,fall,NA,227,NA,NA,NA,NA,NA,130,NA,NA,NA,NA
3511,-77.75,39.75,2016,spring,150,169,NA,NA,NA,NA,56,30,NA,NA,NA,NA
3512,-77.75,39.75,2017,fall,220,220,NA,NA,NA,NA,112,90,NA,NA,NA,NA
3513,-77.75,39.75,2017,spring,163,168,NA,NA,NA,NA,112,90,NA,NA,NA,NA
3514,-77.75,39.75,2018,spring,NA,181,NA,NA,NA,NA,NA,40,NA,NA,NA,NA
3515,-77.75,40.25,2008,fall,195,195,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3516,-77.75,40.75,2006,fall,NA,182,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
3517,-77.75,40.75,2006,spring,NA,148,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
3518,-77.75,40.75,2007,spring,NA,174,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3519,-77.75,40.75,2008,spring,NA,167,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3520,-77.75,40.75,2012,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3521,-77.75,41.25,1994,fall,NA,194,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3522,-77.75,41.25,1995,fall,195,195,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3523,-77.75,41.25,1996,fall,NA,193,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3524,-77.75,41.25,2009,fall,NA,252,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3525,-77.75,41.25,2018,fall,NA,226,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3526,-77.75,42.75,1996,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3527,-77.75,42.75,1997,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3528,-77.75,42.75,1999,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3529,-77.75,42.75,2000,fall,NA,190,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3530,-77.75,42.75,2001,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3531,-77.75,42.75,2002,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3532,-77.75,42.75,2003,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3533,-77.75,42.75,2004,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3534,-77.75,42.75,2005,fall,191,191,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3535,-77.75,42.75,2006,fall,NA,189,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3536,-77.75,42.75,2007,fall,188,188,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3537,-77.75,42.75,2008,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3538,-77.75,42.75,2009,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3539,-77.75,42.75,2010,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3540,-77.75,43.25,2010,fall,NA,207,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3541,-77.75,43.25,2014,fall,NA,217.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3542,-77.75,43.25,2017,fall,NA,252,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3543,-77.75,43.75,2006,fall,NA,327,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3544,-77.75,44.25,2010,fall,NA,306,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3545,-77.75,45.75,1998,spring,NA,159,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3546,-77.75,45.75,1999,spring,NA,156,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3547,-77.75,45.75,2000,spring,NA,155,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3548,-77.75,45.75,2002,spring,NA,152,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3549,-77.75,45.75,2005,spring,NA,155,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3550,-77.75,45.75,2006,spring,NA,154,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3551,-77.75,45.75,2007,spring,NA,153,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3552,-77.75,45.75,2008,spring,NA,159,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3553,-77.75,45.75,2010,spring,NA,156,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3554,-77.75,45.75,2014,spring,156,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
3555,-78.25,33.75,2004,fall,NA,330,330,NA,NA,NA,NA,5,7,NA,NA,NA
3556,-78.25,34.25,2001,fall,216,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
3557,-78.25,34.25,2002,fall,NA,251,251,NA,NA,NA,NA,5,7,NA,NA,NA
3558,-78.25,34.25,2003,fall,306,306,306,NA,NA,NA,7,5,7,NA,NA,NA
3559,-78.25,34.25,2008,fall,NA,278,278,NA,NA,NA,NA,5,7,NA,NA,NA
3560,-78.25,36.25,2001,fall,273,273,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3561,-78.25,36.25,2003,spring,NA,103,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3562,-78.25,36.25,2017,fall,NA,306,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3563,-78.25,37.75,2015,spring,NA,135,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3564,-78.25,38.25,2001,fall,NA,215,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
3565,-78.25,38.25,2003,fall,NA,193,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3566,-78.25,38.25,2005,fall,196,196,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3567,-78.25,38.25,2006,fall,NA,187,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3568,-78.25,38.25,2009,fall,NA,217,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3569,-78.25,38.25,2010,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
3570,-78.25,38.25,2011,fall,NA,295,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3571,-78.25,38.25,2017,spring,NA,173,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
3572,-78.25,38.25,2018,fall,NA,190,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3573,-78.25,38.75,1997,fall,187,191,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3574,-78.25,38.75,1998,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3575,-78.25,38.75,1999,fall,199,199,NA,NA,NA,NA,14,10,NA,NA,NA,NA
3576,-78.25,38.75,2000,fall,191,191,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3577,-78.25,38.75,2001,fall,196,196,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3578,-78.25,38.75,2001,spring,NA,159,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3579,-78.25,38.75,2002,fall,188,188,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3580,-78.25,38.75,2003,fall,187,187,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3581,-78.25,38.75,2004,fall,NA,193,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3582,-78.25,38.75,2005,fall,191,191,NA,NA,NA,NA,14,10,NA,NA,NA,NA
3583,-78.25,38.75,2006,fall,NA,190,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
3584,-78.25,38.75,2006,spring,NA,168,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3585,-78.25,38.75,2007,fall,282,235.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3586,-78.25,38.75,2007,spring,NA,167,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3587,-78.25,38.75,2008,fall,188,188,NA,NA,NA,NA,7,15,NA,NA,NA,NA
3588,-78.25,38.75,2008,spring,NA,126,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
3589,-78.25,38.75,2009,fall,193,193,NA,NA,NA,NA,21,15,NA,NA,NA,NA
3590,-78.25,38.75,2010,fall,192,192,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3591,-78.25,38.75,2011,fall,191,194,NA,NA,NA,NA,7,30,NA,NA,NA,NA
3592,-78.25,38.75,2012,fall,196,260,NA,NA,NA,NA,7,60,NA,NA,NA,NA
3593,-78.25,38.75,2013,fall,NA,201,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3594,-78.25,38.75,2014,fall,197,194,NA,NA,NA,NA,14,25,NA,NA,NA,NA
3595,-78.25,38.75,2015,fall,NA,195.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3596,-78.25,38.75,2016,fall,NA,197.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3597,-78.25,38.75,2017,fall,247.5,247.5,NA,NA,NA,NA,28,20,NA,NA,NA,NA
3598,-78.25,38.75,2017,spring,NA,164,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3599,-78.25,38.75,2018,fall,201,201.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3600,-78.25,38.75,2018,spring,NA,147,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3601,-78.25,39.25,2007,fall,NA,229,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3602,-78.25,39.25,2014,fall,NA,275,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3603,-78.25,39.25,2015,fall,NA,269,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3604,-78.25,39.25,2016,fall,NA,293,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3605,-78.25,39.75,2006,fall,NA,204,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3606,-78.25,39.75,2017,spring,160,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
3607,-78.25,40.25,2016,fall,NA,213,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3608,-78.25,41.25,2005,fall,NA,221,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3609,-78.25,41.25,2016,fall,NA,208,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3610,-78.25,41.75,1995,fall,NA,190,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3611,-78.25,42.75,1980,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3612,-78.25,42.75,1981,spring,NA,178,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3613,-78.25,42.75,1984,spring,182,182,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3614,-78.25,42.75,1986,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3615,-78.25,43.75,2004,spring,NA,150.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3616,-78.25,43.75,2009,fall,NA,284,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3617,-78.25,44.25,2014,fall,NA,193,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3618,-78.25,44.75,1998,spring,178,178,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3619,-78.25,44.75,2001,fall,202,202,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3620,-78.25,44.75,2002,fall,NA,201,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3621,-78.25,44.75,2003,fall,200,200,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3622,-78.25,44.75,2004,fall,199,199,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3623,-78.25,44.75,2005,fall,197,197,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3624,-78.25,44.75,2006,fall,NA,196,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3625,-78.25,44.75,2007,fall,NA,202,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3626,-78.25,44.75,2008,fall,NA,201,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3627,-78.25,44.75,2009,fall,NA,199,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3628,-78.25,44.75,2010,fall,NA,198,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3629,-78.25,44.75,2011,fall,NA,197,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3630,-78.25,44.75,2012,fall,NA,203,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3631,-78.25,44.75,2013,fall,NA,201,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3632,-78.25,44.75,2014,fall,NA,200,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3633,-78.25,44.75,2015,fall,199,199,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3634,-78.25,44.75,2018,fall,NA,202,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3635,-78.25,45.75,1995,fall,194,194,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3636,-78.25,45.75,1996,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3637,-78.25,45.75,1997,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3638,-78.25,45.75,1998,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3639,-78.25,45.75,1999,fall,184,184,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3640,-78.25,45.75,2000,fall,NA,183,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3641,-78.25,45.75,2001,spring,181,181,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3642,-78.25,45.75,2002,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3643,-78.25,45.75,2003,fall,190,190,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3644,-78.25,45.75,2004,spring,166,165,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3645,-78.25,45.75,2005,fall,187,187,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3646,-78.25,45.75,2006,fall,NA,230.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3647,-78.25,45.75,2008,fall,184,184,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3648,-78.25,45.75,2009,fall,NA,189,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3649,-78.25,45.75,2010,fall,188,188,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3650,-78.25,45.75,2011,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3651,-78.25,45.75,2012,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3652,-78.25,45.75,2013,fall,NA,183,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3653,-78.25,45.75,2014,fall,NA,182,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3654,-78.75,33.75,2000,spring,176,176,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3655,-78.75,33.75,2001,fall,193,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
3656,-78.75,33.75,2003,fall,NA,217.5,187,NA,NA,NA,NA,20,7,NA,NA,NA
3657,-78.75,33.75,2007,fall,237,237,237,NA,NA,NA,7,5,7,NA,NA,NA
3658,-78.75,33.75,2010,fall,NA,331,331,NA,NA,NA,NA,5,7,NA,NA,NA
3659,-78.75,33.75,2011,fall,NA,247,247,NA,NA,NA,NA,5,7,NA,NA,NA
3660,-78.75,33.75,2016,fall,NA,252,252,NA,NA,NA,NA,5,7,NA,NA,NA
3661,-78.75,33.75,2017,fall,319,320,319.5,NA,NA,NA,7,5,14,NA,NA,NA
3662,-78.75,35.25,1997,fall,NA,210,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3663,-78.75,35.25,1999,fall,NA,208,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3664,-78.75,35.25,2001,fall,212,212,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3665,-78.75,35.25,2005,fall,230,230,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3666,-78.75,35.25,2006,fall,NA,236.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3667,-78.75,35.75,1999,fall,NA,205,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3668,-78.75,35.75,2001,fall,259,216,NA,NA,NA,NA,21,5,NA,NA,NA,NA
3669,-78.75,35.75,2002,fall,NA,215,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3670,-78.75,35.75,2003,fall,NA,221,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3671,-78.75,35.75,2004,fall,210,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
3672,-78.75,35.75,2005,fall,213,213,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3673,-78.75,35.75,2006,fall,NA,209,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3674,-78.75,35.75,2007,fall,215,215,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3675,-78.75,35.75,2008,fall,NA,254,221,NA,NA,NA,NA,10,7,NA,NA,NA
3676,-78.75,35.75,2008,spring,169,NA,169,NA,NA,NA,7,NA,7,NA,NA,NA
3677,-78.75,35.75,2009,fall,219,209,NA,NA,NA,NA,7,10,NA,NA,NA,NA
3678,-78.75,35.75,2009,spring,147,147,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3679,-78.75,35.75,2010,fall,NA,218,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3680,-78.75,35.75,2011,fall,NA,243,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3681,-78.75,35.75,2012,fall,231,231,231,NA,NA,NA,7,5,7,NA,NA,NA
3682,-78.75,35.75,2013,fall,NA,239,239,NA,NA,NA,NA,5,7,NA,NA,NA
3683,-78.75,35.75,2014,fall,227,227,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3684,-78.75,35.75,2015,fall,NA,226,226,NA,NA,NA,NA,5,7,NA,NA,NA
3685,-78.75,35.75,2016,fall,NA,232,232,NA,NA,NA,NA,5,7,NA,NA,NA
3686,-78.75,35.75,2017,fall,NA,220.5,223,NA,NA,NA,NA,10,7,NA,NA,NA
3687,-78.75,35.75,2018,fall,NA,236,236,NA,NA,NA,NA,5,7,NA,NA,NA
3688,-78.75,36.25,1999,fall,NA,226,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3689,-78.75,36.25,2000,fall,NA,225,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
3690,-78.75,36.25,2001,fall,229,226.5,NA,NA,NA,NA,21,20,NA,NA,NA,NA
3691,-78.75,36.25,2002,fall,NA,229,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3692,-78.75,36.25,2003,fall,228,228,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3693,-78.75,36.25,2005,fall,233,233,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3694,-78.75,36.25,2006,fall,NA,232,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3695,-78.75,36.25,2007,fall,273,273,NA,NA,NA,NA,14,15,NA,NA,NA,NA
3696,-78.75,36.25,2008,fall,NA,223,223,NA,NA,NA,NA,5,7,NA,NA,NA
3697,-78.75,36.25,2009,fall,228,228,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3698,-78.75,36.25,2010,fall,NA,227,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3699,-78.75,36.25,2011,fall,NA,226,226,NA,NA,NA,NA,5,7,NA,NA,NA
3700,-78.75,36.25,2013,fall,NA,230,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3701,-78.75,36.25,2014,fall,229,229,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3702,-78.75,36.25,2015,fall,NA,228,228,NA,NA,NA,NA,5,7,NA,NA,NA
3703,-78.75,36.25,2016,fall,NA,234,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3704,-78.75,36.25,2017,fall,232,232,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3705,-78.75,36.25,2018,fall,231,231,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3706,-78.75,37.25,2003,fall,NA,189,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3707,-78.75,37.75,1997,fall,NA,183,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3708,-78.75,37.75,2000,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3709,-78.75,37.75,2002,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3710,-78.75,37.75,2005,fall,190,190,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3711,-78.75,37.75,2006,fall,NA,189,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3712,-78.75,37.75,2007,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3713,-78.75,37.75,2008,fall,NA,194,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3714,-78.75,37.75,2009,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3715,-78.75,37.75,2010,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3716,-78.75,37.75,2011,fall,NA,190,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3717,-78.75,37.75,2012,spring,NA,176,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3718,-78.75,37.75,2014,fall,NA,201,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3719,-78.75,37.75,2015,fall,192,192,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3720,-78.75,37.75,2016,fall,NA,219,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3721,-78.75,37.75,2018,spring,156,156,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3722,-78.75,38.25,1998,fall,NA,194,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3723,-78.75,38.25,1999,fall,204,204,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3724,-78.75,38.25,2000,fall,NA,203,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
3725,-78.75,38.25,2001,fall,190,190,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3726,-78.75,38.25,2002,fall,187,187,NA,NA,NA,NA,7,5,NA,NA,NA,NA
3727,-78.75,38.25,2003,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
